Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 14,14,0.5071,0.01,0.5063,wav2vec2,IEMOCAP,5
Layer 15,15,0.5029,0.0167,0.502,wav2vec2,IEMOCAP,5
Layer 16,16,0.5079,0.0159,0.5072,wav2vec2,IEMOCAP,5
Layer 17,17,0.5103,0.0199,0.5096,wav2vec2,IEMOCAP,5
Layer 18,18,0.493,0.0066,0.4922,wav2vec2,IEMOCAP,5
Layer 19,19,0.5009,0.0275,0.5005,wav2vec2,IEMOCAP,5
Layer 20,20,0.4965,0.0096,0.496,wav2vec2,IEMOCAP,5
Layer 21,21,0.4941,0.0053,0.4939,wav2vec2,IEMOCAP,5
Layer 22,22,0.4645,0.0164,0.464,wav2vec2,IEMOCAP,5
Layer 23,23,0.4401,0.0068,0.4397,wav2vec2,IEMOCAP,5
Layer 24,24,0.3841,0.0102,0.3838,wav2vec2,IEMOCAP,5
CNN,0,0.7472,0.027,0.7464,wav2vec2,MESD,clean
Layer 1,1,0.7796,0.0216,0.7789,wav2vec2,MESD,clean
Layer 2,2,0.8063,0.0136,0.8055,wav2vec2,MESD,clean
Layer 3,3,0.8202,0.01,0.8181,wav2vec2,MESD,clean
Layer 4,4,0.8481,0.014,0.8459,wav2vec2,MESD,clean
Layer 5,5,0.8608,0.0144,0.8599,wav2vec2,MESD,clean
Layer 6,6,0.8423,0.0158,0.8415,wav2vec2,MESD,clean
Layer 7,7,0.8596,0.0198,0.8595,wav2vec2,MESD,clean
Layer 8,8,0.8306,0.0127,0.829,wav2vec2,MESD,clean
Layer 9,9,0.7888,0.0307,0.7874,wav2vec2,MESD,clean
Layer 10,10,0.7587,0.0412,0.7585,wav2vec2,MESD,clean
Layer 11,11,0.718,0.0347,0.7172,wav2vec2,MESD,clean
Layer 12,12,0.6624,0.0263,0.6605,wav2vec2,MESD,clean
Layer 13,13,0.6346,0.0126,0.634,wav2vec2,MESD,clean
Layer 14,14,0.5974,0.0121,0.597,wav2vec2,MESD,clean
Layer 15,15,0.5917,0.0115,0.5914,wav2vec2,MESD,clean
Layer 16,16,0.594,0.047,0.5917,wav2vec2,MESD,clean
Layer 17,17,0.5511,0.0218,0.5507,wav2vec2,MESD,clean
Layer 18,18,0.5382,0.0451,0.536,wav2vec2,MESD,clean
Layer 19,19,0.5139,0.03,0.5132,wav2vec2,MESD,clean
Layer 20,20,0.4698,0.0283,0.4695,wav2vec2,MESD,clean
Layer 21,21,0.4164,0.0251,0.417,wav2vec2,MESD,clean
Layer 22,22,0.3782,0.032,0.3763,wav2vec2,MESD,clean
Layer 23,23,0.3585,0.011,0.3587,wav2vec2,MESD,clean
Layer 24,24,0.3132,0.0053,0.3108,wav2vec2,MESD,clean
CNN,0,0.4385,0.0194,0.4368,wav2vec2,MESD,0
Layer 1,1,0.4467,0.0319,0.4439,wav2vec2,MESD,0
Layer 2,2,0.4861,0.0194,0.4819,wav2vec2,MESD,0
Layer 3,3,0.507,0.04,0.5052,wav2vec2,MESD,0
Layer 4,4,0.4977,0.025,0.497,wav2vec2,MESD,0
Layer 5,5,0.5047,0.0154,0.5038,wav2vec2,MESD,0
Layer 6,6,0.5127,0.0222,0.5132,wav2vec2,MESD,0
Layer 7,7,0.4895,0.0264,0.4869,wav2vec2,MESD,0
Layer 8,8,0.471,0.0473,0.4689,wav2vec2,MESD,0
Layer 9,9,0.4477,0.0426,0.4446,wav2vec2,MESD,0
Layer 10,10,0.4141,0.0401,0.4115,wav2vec2,MESD,0
Layer 11,11,0.3747,0.0491,0.3724,wav2vec2,MESD,0
Layer 12,12,0.377,0.0446,0.3759,wav2vec2,MESD,0
Layer 13,13,0.3457,0.0319,0.3423,wav2vec2,MESD,0
Layer 14,14,0.3456,0.0358,0.3444,wav2vec2,MESD,0
Layer 15,15,0.3515,0.0284,0.3511,wav2vec2,MESD,0
Layer 16,16,0.355,0.0205,0.3541,wav2vec2,MESD,0
Layer 17,17,0.3237,0.0165,0.3228,wav2vec2,MESD,0
Layer 18,18,0.3052,0.0322,0.3042,wav2vec2,MESD,0
Layer 19,19,0.2865,0.0158,0.2873,wav2vec2,MESD,0
Layer 20,20,0.3132,0.0082,0.3109,wav2vec2,MESD,0
Layer 21,21,0.2901,0.0341,0.2896,wav2vec2,MESD,0
Layer 22,22,0.2785,0.029,0.2775,wav2vec2,MESD,0
Layer 23,23,0.2494,0.0495,0.2472,wav2vec2,MESD,0
Layer 24,24,0.225,0.0166,0.2236,wav2vec2,MESD,0
CNN,0,0.5603,0.0174,0.5585,wav2vec2,MESD,10
Layer 1,1,0.6126,0.0344,0.6107,wav2vec2,MESD,10
Layer 2,2,0.652,0.0243,0.6498,wav2vec2,MESD,10
Layer 3,3,0.6949,0.0123,0.6944,wav2vec2,MESD,10
Layer 4,4,0.6798,0.0188,0.6813,wav2vec2,MESD,10
Layer 5,5,0.6844,0.0253,0.6843,wav2vec2,MESD,10
Layer 6,6,0.6995,0.0237,0.6993,wav2vec2,MESD,10
Layer 7,7,0.7042,0.0453,0.703,wav2vec2,MESD,10
Layer 8,8,0.6508,0.0277,0.6503,wav2vec2,MESD,10
Layer 9,9,0.6275,0.0474,0.6253,wav2vec2,MESD,10
Layer 10,10,0.6009,0.0194,0.5974,wav2vec2,MESD,10
Layer 11,11,0.5534,0.0262,0.553,wav2vec2,MESD,10
Layer 12,12,0.5,0.0157,0.5004,wav2vec2,MESD,10
Layer 13,13,0.493,0.0391,0.493,wav2vec2,MESD,10
Layer 14,14,0.4837,0.0283,0.4851,wav2vec2,MESD,10
Layer 15,15,0.4582,0.0102,0.4573,wav2vec2,MESD,10
Layer 16,16,0.4583,0.0152,0.4566,wav2vec2,MESD,10
Layer 17,17,0.4489,0.0316,0.4477,wav2vec2,MESD,10
Layer 18,18,0.4304,0.0155,0.4296,wav2vec2,MESD,10
Layer 19,19,0.4049,0.0294,0.4058,wav2vec2,MESD,10
Layer 20,20,0.3875,0.028,0.3893,wav2vec2,MESD,10
Layer 21,21,0.3341,0.0322,0.3327,wav2vec2,MESD,10
Layer 22,22,0.3133,0.0106,0.3138,wav2vec2,MESD,10
Layer 23,23,0.3097,0.048,0.311,wav2vec2,MESD,10
Layer 24,24,0.2691,0.0166,0.2698,wav2vec2,MESD,10
CNN,0,0.6415,0.0351,0.6394,wav2vec2,MESD,20
Layer 1,1,0.6938,0.0243,0.6912,wav2vec2,MESD,20
Layer 2,2,0.7309,0.0374,0.73,wav2vec2,MESD,20
Layer 3,3,0.7762,0.0269,0.7752,wav2vec2,MESD,20
Layer 4,4,0.7726,0.0099,0.7724,wav2vec2,MESD,20
Layer 5,5,0.7575,0.0175,0.7563,wav2vec2,MESD,20
Layer 6,6,0.7831,0.0273,0.783,wav2vec2,MESD,20
Layer 7,7,0.7831,0.0211,0.7815,wav2vec2,MESD,20
Layer 8,8,0.7564,0.0127,0.756,wav2vec2,MESD,20
Layer 9,9,0.7436,0.0231,0.7419,wav2vec2,MESD,20
Layer 10,10,0.703,0.0282,0.7026,wav2vec2,MESD,20
Layer 11,11,0.6416,0.0176,0.641,wav2vec2,MESD,20
Layer 12,12,0.6137,0.0145,0.6132,wav2vec2,MESD,20
Layer 13,13,0.58,0.0316,0.5785,wav2vec2,MESD,20
Layer 14,14,0.5626,0.0147,0.5618,wav2vec2,MESD,20
Layer 15,15,0.5116,0.023,0.5105,wav2vec2,MESD,20
Layer 16,16,0.5221,0.0279,0.5198,wav2vec2,MESD,20
Layer 17,17,0.5058,0.0255,0.5035,wav2vec2,MESD,20
Layer 18,18,0.4792,0.0348,0.4778,wav2vec2,MESD,20
Layer 19,19,0.4491,0.0491,0.4483,wav2vec2,MESD,20
Layer 20,20,0.4281,0.0156,0.4273,wav2vec2,MESD,20
Layer 21,21,0.4037,0.0379,0.4026,wav2vec2,MESD,20
Layer 22,22,0.3434,0.035,0.3425,wav2vec2,MESD,20
Layer 23,23,0.3271,0.028,0.3275,wav2vec2,MESD,20
Layer 24,24,0.2877,0.0264,0.2873,wav2vec2,MESD,20
CNN,0,0.5058,0.0297,0.5047,wav2vec2,MESD,5
Layer 1,1,0.5197,0.0322,0.5185,wav2vec2,MESD,5
Layer 2,2,0.5789,0.0387,0.5752,wav2vec2,MESD,5
Layer 3,3,0.6044,0.0268,0.6027,wav2vec2,MESD,5
Layer 4,4,0.5951,0.025,0.5949,wav2vec2,MESD,5
Layer 5,5,0.5893,0.0261,0.5894,wav2vec2,MESD,5
Layer 6,6,0.6206,0.024,0.6203,wav2vec2,MESD,5
Layer 7,7,0.6068,0.0419,0.6055,wav2vec2,MESD,5
Layer 8,8,0.5928,0.0204,0.5915,wav2vec2,MESD,5
Layer 9,9,0.5696,0.0227,0.5665,wav2vec2,MESD,5
Layer 10,10,0.5093,0.0282,0.5068,wav2vec2,MESD,5
Layer 11,11,0.4792,0.0326,0.4764,wav2vec2,MESD,5
Layer 12,12,0.4223,0.0261,0.4182,wav2vec2,MESD,5
Layer 13,13,0.4234,0.0441,0.4212,wav2vec2,MESD,5
Layer 14,14,0.4095,0.0499,0.4075,wav2vec2,MESD,5
Layer 15,15,0.3875,0.0359,0.3873,wav2vec2,MESD,5
Layer 16,16,0.4072,0.0332,0.407,wav2vec2,MESD,5
Layer 17,17,0.3933,0.0198,0.3925,wav2vec2,MESD,5
Layer 18,18,0.3666,0.0234,0.3655,wav2vec2,MESD,5
Layer 19,19,0.3376,0.0169,0.3347,wav2vec2,MESD,5
Layer 20,20,0.3283,0.0164,0.3282,wav2vec2,MESD,5
Layer 21,21,0.2993,0.0205,0.2988,wav2vec2,MESD,5
Layer 22,22,0.297,0.0263,0.2973,wav2vec2,MESD,5
Layer 23,23,0.2807,0.0174,0.2774,wav2vec2,MESD,5
Layer 24,24,0.2541,0.0379,0.2538,wav2vec2,MESD,5
CNN,0,0.6114,0.0108,0.5943,wav2vec2,MSP-Podcast,clean
Layer 1,1,0.5932,0.0069,0.5861,wav2vec2,MSP-Podcast,clean
Layer 2,2,0.5865,0.0069,0.5817,wav2vec2,MSP-Podcast,clean
Layer 3,3,0.5838,0.0099,0.5809,wav2vec2,MSP-Podcast,clean
Layer 4,4,0.5866,0.01,0.5835,wav2vec2,MSP-Podcast,clean
Layer 5,5,0.5906,0.0065,0.5887,wav2vec2,MSP-Podcast,clean
Layer 6,6,0.5953,0.0072,0.594,wav2vec2,MSP-Podcast,clean
Layer 7,7,0.5935,0.0038,0.5932,wav2vec2,MSP-Podcast,clean
Layer 8,8,0.5897,0.0107,0.5893,wav2vec2,MSP-Podcast,clean
Layer 9,9,0.5942,0.0141,0.5933,wav2vec2,MSP-Podcast,clean
Layer 10,10,0.5959,0.0124,0.5953,wav2vec2,MSP-Podcast,clean
Layer 11,11,0.601,0.0053,0.6005,wav2vec2,MSP-Podcast,clean
Layer 12,12,0.5935,0.009,0.5929,wav2vec2,MSP-Podcast,clean
Layer 13,13,0.5942,0.0078,0.5952,wav2vec2,MSP-Podcast,clean
Layer 14,14,0.5866,0.0049,0.588,wav2vec2,MSP-Podcast,clean
Layer 15,15,0.5837,0.0078,0.5857,wav2vec2,MSP-Podcast,clean
Layer 16,16,0.5876,0.0055,0.5882,wav2vec2,MSP-Podcast,clean
Layer 17,17,0.5888,0.0044,0.5887,wav2vec2,MSP-Podcast,clean
Layer 18,18,0.5842,0.0062,0.5831,wav2vec2,MSP-Podcast,clean
Layer 19,19,0.5905,0.0102,0.5882,wav2vec2,MSP-Podcast,clean
Layer 20,20,0.5887,0.0088,0.5853,wav2vec2,MSP-Podcast,clean
Layer 21,21,0.5715,0.005,0.5675,wav2vec2,MSP-Podcast,clean
Layer 22,22,0.5715,0.0065,0.5646,wav2vec2,MSP-Podcast,clean
Layer 23,23,0.5564,0.0068,0.5485,wav2vec2,MSP-Podcast,clean
Layer 24,24,0.5245,0.0138,0.5149,wav2vec2,MSP-Podcast,clean
CNN,0,0.5493,0.0129,0.526,wav2vec2,MSP-Podcast,0
Layer 1,1,0.5397,0.0052,0.5281,wav2vec2,MSP-Podcast,0
Layer 2,2,0.537,0.0069,0.5281,wav2vec2,MSP-Podcast,0
Layer 3,3,0.5397,0.0076,0.5329,wav2vec2,MSP-Podcast,0
Layer 4,4,0.5466,0.0111,0.5406,wav2vec2,MSP-Podcast,0
Layer 5,5,0.5404,0.0092,0.536,wav2vec2,MSP-Podcast,0
Layer 6,6,0.5449,0.0081,0.5409,wav2vec2,MSP-Podcast,0
Layer 7,7,0.5462,0.0084,0.5431,wav2vec2,MSP-Podcast,0
Layer 8,8,0.5501,0.0066,0.5481,wav2vec2,MSP-Podcast,0
Layer 9,9,0.5489,0.0095,0.5468,wav2vec2,MSP-Podcast,0
Layer 10,10,0.5429,0.0109,0.5405,wav2vec2,MSP-Podcast,0
Layer 11,11,0.5459,0.0068,0.5443,wav2vec2,MSP-Podcast,0
Layer 12,12,0.5475,0.0069,0.5466,wav2vec2,MSP-Podcast,0
Layer 13,13,0.5443,0.0041,0.5444,wav2vec2,MSP-Podcast,0
Layer 14,14,0.5429,0.009,0.5431,wav2vec2,MSP-Podcast,0
Layer 15,15,0.543,0.009,0.5425,wav2vec2,MSP-Podcast,0
Layer 16,16,0.5383,0.0035,0.5387,wav2vec2,MSP-Podcast,0
Layer 17,17,0.5392,0.0063,0.5388,wav2vec2,MSP-Podcast,0
Layer 18,18,0.5382,0.008,0.5347,wav2vec2,MSP-Podcast,0
Layer 19,19,0.5351,0.0098,0.5321,wav2vec2,MSP-Podcast,0
Layer 20,20,0.5317,0.0048,0.5275,wav2vec2,MSP-Podcast,0
Layer 21,21,0.5271,0.006,0.5213,wav2vec2,MSP-Podcast,0
Layer 22,22,0.5213,0.0068,0.5124,wav2vec2,MSP-Podcast,0
Layer 23,23,0.5071,0.0082,0.4958,wav2vec2,MSP-Podcast,0
Layer 24,24,0.4868,0.0066,0.4753,wav2vec2,MSP-Podcast,0
CNN,0,0.5772,0.0087,0.5577,wav2vec2,MSP-Podcast,10
Layer 1,1,0.557,0.0044,0.5499,wav2vec2,MSP-Podcast,10
Layer 2,2,0.5626,0.0071,0.5563,wav2vec2,MSP-Podcast,10
Layer 3,3,0.5576,0.0078,0.5535,wav2vec2,MSP-Podcast,10
Layer 4,4,0.5593,0.0071,0.5571,wav2vec2,MSP-Podcast,10
Layer 5,5,0.5652,0.0086,0.563,wav2vec2,MSP-Podcast,10
Layer 6,6,0.5668,0.0078,0.5656,wav2vec2,MSP-Podcast,10
Layer 7,7,0.5676,0.004,0.5667,wav2vec2,MSP-Podcast,10
Layer 8,8,0.5716,0.0063,0.5704,wav2vec2,MSP-Podcast,10
Layer 9,9,0.5752,0.0067,0.5739,wav2vec2,MSP-Podcast,10
Layer 10,10,0.5714,0.0086,0.5715,wav2vec2,MSP-Podcast,10
Layer 11,11,0.5747,0.008,0.5742,wav2vec2,MSP-Podcast,10
Layer 12,12,0.5746,0.0054,0.5748,wav2vec2,MSP-Podcast,10
Layer 13,13,0.573,0.0081,0.5735,wav2vec2,MSP-Podcast,10
Layer 14,14,0.5654,0.0047,0.5665,wav2vec2,MSP-Podcast,10
Layer 15,15,0.5589,0.0121,0.5606,wav2vec2,MSP-Podcast,10
Layer 16,16,0.5593,0.01,0.561,wav2vec2,MSP-Podcast,10
Layer 17,17,0.5655,0.0054,0.5661,wav2vec2,MSP-Podcast,10
Layer 18,18,0.5603,0.0103,0.5588,wav2vec2,MSP-Podcast,10
Layer 19,19,0.5612,0.0038,0.5584,wav2vec2,MSP-Podcast,10
Layer 20,20,0.5553,0.0079,0.5518,wav2vec2,MSP-Podcast,10
Layer 21,21,0.5442,0.0105,0.5388,wav2vec2,MSP-Podcast,10
Layer 22,22,0.5408,0.0047,0.5324,wav2vec2,MSP-Podcast,10
Layer 23,23,0.5258,0.0109,0.5164,wav2vec2,MSP-Podcast,10
Layer 24,24,0.5142,0.0152,0.503,wav2vec2,MSP-Podcast,10
CNN,0,0.5839,0.0077,0.567,wav2vec2,MSP-Podcast,20
Layer 1,1,0.5689,0.0101,0.5635,wav2vec2,MSP-Podcast,20
Layer 2,2,0.5672,0.0045,0.563,wav2vec2,MSP-Podcast,20
Layer 3,3,0.5686,0.0124,0.5659,wav2vec2,MSP-Podcast,20
Layer 4,4,0.5732,0.0043,0.5711,wav2vec2,MSP-Podcast,20
Layer 5,5,0.5815,0.0038,0.5793,wav2vec2,MSP-Podcast,20
Layer 6,6,0.5771,0.0063,0.5756,wav2vec2,MSP-Podcast,20
Layer 7,7,0.5783,0.0061,0.5788,wav2vec2,MSP-Podcast,20
Layer 8,8,0.579,0.0074,0.5785,wav2vec2,MSP-Podcast,20
Layer 9,9,0.5834,0.0063,0.5835,wav2vec2,MSP-Podcast,20
Layer 10,10,0.5798,0.0052,0.5799,wav2vec2,MSP-Podcast,20
Layer 11,11,0.5841,0.0062,0.5834,wav2vec2,MSP-Podcast,20
Layer 12,12,0.5803,0.0042,0.5808,wav2vec2,MSP-Podcast,20
Layer 13,13,0.5802,0.0048,0.5817,wav2vec2,MSP-Podcast,20
Layer 14,14,0.5737,0.0078,0.5748,wav2vec2,MSP-Podcast,20
Layer 15,15,0.5779,0.0046,0.5791,wav2vec2,MSP-Podcast,20
Layer 16,16,0.5792,0.0053,0.5793,wav2vec2,MSP-Podcast,20
Layer 17,17,0.577,0.0088,0.5777,wav2vec2,MSP-Podcast,20
Layer 18,18,0.5722,0.0089,0.5719,wav2vec2,MSP-Podcast,20
Layer 19,19,0.578,0.0096,0.5756,wav2vec2,MSP-Podcast,20
Layer 20,20,0.5624,0.007,0.5592,wav2vec2,MSP-Podcast,20
Layer 21,21,0.5561,0.0041,0.5517,wav2vec2,MSP-Podcast,20
Layer 22,22,0.557,0.0062,0.5492,wav2vec2,MSP-Podcast,20
Layer 23,23,0.5498,0.008,0.5419,wav2vec2,MSP-Podcast,20
Layer 24,24,0.5298,0.0086,0.5204,wav2vec2,MSP-Podcast,20
CNN,0,0.5682,0.0142,0.5472,wav2vec2,MSP-Podcast,5
Layer 1,1,0.5455,0.0067,0.5366,wav2vec2,MSP-Podcast,5
Layer 2,2,0.5513,0.0057,0.5443,wav2vec2,MSP-Podcast,5
Layer 3,3,0.549,0.0123,0.5438,wav2vec2,MSP-Podcast,5
Layer 4,4,0.5552,0.0045,0.5509,wav2vec2,MSP-Podcast,5
Layer 5,5,0.5549,0.0067,0.5512,wav2vec2,MSP-Podcast,5
Layer 6,6,0.5549,0.0073,0.5533,wav2vec2,MSP-Podcast,5
Layer 7,7,0.5559,0.0033,0.5541,wav2vec2,MSP-Podcast,5
Layer 8,8,0.5596,0.0043,0.5591,wav2vec2,MSP-Podcast,5
Layer 9,9,0.5679,0.0089,0.5664,wav2vec2,MSP-Podcast,5
Layer 10,10,0.5655,0.0059,0.5643,wav2vec2,MSP-Podcast,5
Layer 11,11,0.5682,0.0036,0.5675,wav2vec2,MSP-Podcast,5
Layer 12,12,0.5641,0.0101,0.5633,wav2vec2,MSP-Podcast,5
Layer 13,13,0.5666,0.0127,0.5663,wav2vec2,MSP-Podcast,5
Layer 14,14,0.5591,0.0104,0.5594,wav2vec2,MSP-Podcast,5
Layer 15,15,0.5584,0.0108,0.5579,wav2vec2,MSP-Podcast,5
Layer 16,16,0.5548,0.0043,0.5554,wav2vec2,MSP-Podcast,5
Layer 17,17,0.5599,0.0059,0.5593,wav2vec2,MSP-Podcast,5
Layer 18,18,0.55,0.0149,0.5475,wav2vec2,MSP-Podcast,5
Layer 19,19,0.5533,0.0035,0.5497,wav2vec2,MSP-Podcast,5
Layer 20,20,0.5461,0.0092,0.5421,wav2vec2,MSP-Podcast,5
Layer 21,21,0.5364,0.0109,0.5313,wav2vec2,MSP-Podcast,5
Layer 22,22,0.5385,0.0065,0.5302,wav2vec2,MSP-Podcast,5
Layer 23,23,0.5175,0.0125,0.5059,wav2vec2,MSP-Podcast,5
Layer 24,24,0.4966,0.0102,0.4858,wav2vec2,MSP-Podcast,5
CNN,0,0.8808,0.0209,0.8806,wav2vec2,RAVDESS,clean
Layer 1,1,0.9093,0.0135,0.9096,wav2vec2,RAVDESS,clean
Layer 2,2,0.9236,0.0139,0.9237,wav2vec2,RAVDESS,clean
Layer 3,3,0.9361,0.0078,0.9363,wav2vec2,RAVDESS,clean
Layer 4,4,0.9521,0.0057,0.9521,wav2vec2,RAVDESS,clean
Layer 5,5,0.9542,0.0076,0.9543,wav2vec2,RAVDESS,clean
Layer 6,6,0.9542,0.0159,0.9542,wav2vec2,RAVDESS,clean
Layer 7,7,0.9516,0.0175,0.9515,wav2vec2,RAVDESS,clean
Layer 8,8,0.9581,0.0106,0.9582,wav2vec2,RAVDESS,clean
Layer 9,9,0.9495,0.0035,0.9497,wav2vec2,RAVDESS,clean
Layer 10,10,0.9508,0.0089,0.9508,wav2vec2,RAVDESS,clean
Layer 11,11,0.9512,0.0133,0.9512,wav2vec2,RAVDESS,clean
Layer 12,12,0.9486,0.013,0.9488,wav2vec2,RAVDESS,clean
Layer 13,13,0.9495,0.0144,0.9497,wav2vec2,RAVDESS,clean
Layer 14,14,0.9508,0.0131,0.951,wav2vec2,RAVDESS,clean
Layer 15,15,0.9447,0.016,0.945,wav2vec2,RAVDESS,clean
Layer 16,16,0.9374,0.0071,0.9375,wav2vec2,RAVDESS,clean
Layer 17,17,0.9383,0.0149,0.9384,wav2vec2,RAVDESS,clean
Layer 18,18,0.9335,0.0078,0.9337,wav2vec2,RAVDESS,clean
Layer 19,19,0.9275,0.0186,0.9278,wav2vec2,RAVDESS,clean
Layer 20,20,0.9214,0.0132,0.9215,wav2vec2,RAVDESS,clean
Layer 21,21,0.9123,0.0105,0.9122,wav2vec2,RAVDESS,clean
Layer 22,22,0.8968,0.0069,0.8968,wav2vec2,RAVDESS,clean
Layer 23,23,0.8692,0.0144,0.8692,wav2vec2,RAVDESS,clean
Layer 24,24,0.8333,0.0098,0.8333,wav2vec2,RAVDESS,clean
CNN,0,0.3761,0.0064,0.3762,wav2vec2,RAVDESS,0
Layer 1,1,0.3959,0.0274,0.3952,wav2vec2,RAVDESS,0
Layer 2,2,0.437,0.0228,0.4368,wav2vec2,RAVDESS,0
Layer 3,3,0.4689,0.0291,0.4685,wav2vec2,RAVDESS,0
Layer 4,4,0.4685,0.0335,0.4686,wav2vec2,RAVDESS,0
Layer 5,5,0.5009,0.0254,0.5004,wav2vec2,RAVDESS,0
Layer 6,6,0.5268,0.0315,0.526,wav2vec2,RAVDESS,0
Layer 7,7,0.5708,0.0151,0.5686,wav2vec2,RAVDESS,0
Layer 8,8,0.5743,0.0263,0.5732,wav2vec2,RAVDESS,0
Layer 9,9,0.5782,0.0217,0.578,wav2vec2,RAVDESS,0
Layer 10,10,0.5678,0.0177,0.5673,wav2vec2,RAVDESS,0
Layer 11,11,0.5751,0.0182,0.5761,wav2vec2,RAVDESS,0
Layer 12,12,0.5665,0.0175,0.5656,wav2vec2,RAVDESS,0
Layer 13,13,0.5553,0.016,0.5551,wav2vec2,RAVDESS,0
Layer 14,14,0.5432,0.0202,0.5431,wav2vec2,RAVDESS,0
Layer 15,15,0.5358,0.026,0.5356,wav2vec2,RAVDESS,0
Layer 16,16,0.5294,0.0176,0.5305,wav2vec2,RAVDESS,0
Layer 17,17,0.5194,0.0274,0.5203,wav2vec2,RAVDESS,0
Layer 18,18,0.4991,0.0123,0.4984,wav2vec2,RAVDESS,0
Layer 19,19,0.5056,0.0067,0.5062,wav2vec2,RAVDESS,0
Layer 20,20,0.4741,0.0109,0.4752,wav2vec2,RAVDESS,0
Layer 21,21,0.4646,0.0096,0.4636,wav2vec2,RAVDESS,0
Layer 22,22,0.4236,0.0195,0.4237,wav2vec2,RAVDESS,0
Layer 23,23,0.3718,0.0169,0.371,wav2vec2,RAVDESS,0
Layer 24,24,0.304,0.0134,0.3036,wav2vec2,RAVDESS,0
CNN,0,0.5017,0.0286,0.5004,wav2vec2,RAVDESS,10
Layer 1,1,0.5691,0.0279,0.5684,wav2vec2,RAVDESS,10
Layer 2,2,0.585,0.0272,0.5841,wav2vec2,RAVDESS,10
Layer 3,3,0.6321,0.0257,0.6318,wav2vec2,RAVDESS,10
Layer 4,4,0.6455,0.0274,0.6446,wav2vec2,RAVDESS,10
Layer 5,5,0.6697,0.025,0.6692,wav2vec2,RAVDESS,10
Layer 6,6,0.6939,0.0189,0.6931,wav2vec2,RAVDESS,10
Layer 7,7,0.7185,0.0289,0.7168,wav2vec2,RAVDESS,10
Layer 8,8,0.747,0.0344,0.7465,wav2vec2,RAVDESS,10
Layer 9,9,0.7483,0.0289,0.7472,wav2vec2,RAVDESS,10
Layer 10,10,0.7319,0.018,0.7314,wav2vec2,RAVDESS,10
Layer 11,11,0.7401,0.0248,0.7395,wav2vec2,RAVDESS,10
Layer 12,12,0.7383,0.0207,0.7379,wav2vec2,RAVDESS,10
Layer 13,13,0.7323,0.0171,0.7324,wav2vec2,RAVDESS,10
Layer 14,14,0.7327,0.021,0.7321,wav2vec2,RAVDESS,10
Layer 15,15,0.7275,0.0212,0.7275,wav2vec2,RAVDESS,10
Layer 16,16,0.7133,0.0109,0.7128,wav2vec2,RAVDESS,10
Layer 17,17,0.6865,0.021,0.6848,wav2vec2,RAVDESS,10
Layer 18,18,0.6563,0.0297,0.6558,wav2vec2,RAVDESS,10
Layer 19,19,0.652,0.0169,0.6512,wav2vec2,RAVDESS,10
Layer 20,20,0.636,0.0195,0.6347,wav2vec2,RAVDESS,10
Layer 21,21,0.6244,0.0121,0.6235,wav2vec2,RAVDESS,10
Layer 22,22,0.5812,0.0135,0.5822,wav2vec2,RAVDESS,10
Layer 23,23,0.5263,0.012,0.5251,wav2vec2,RAVDESS,10
Layer 24,24,0.4901,0.0149,0.4896,wav2vec2,RAVDESS,10
CNN,0,0.5941,0.0284,0.5929,wav2vec2,RAVDESS,20
Layer 1,1,0.6623,0.0206,0.661,wav2vec2,RAVDESS,20
Layer 2,2,0.6787,0.0228,0.6769,wav2vec2,RAVDESS,20
Layer 3,3,0.7288,0.0137,0.7282,wav2vec2,RAVDESS,20
Layer 4,4,0.7431,0.0237,0.7415,wav2vec2,RAVDESS,20
Layer 5,5,0.7755,0.0256,0.7749,wav2vec2,RAVDESS,20
Layer 6,6,0.807,0.0193,0.8065,wav2vec2,RAVDESS,20
Layer 7,7,0.8199,0.0177,0.8193,wav2vec2,RAVDESS,20
Layer 8,8,0.823,0.0163,0.8224,wav2vec2,RAVDESS,20
Layer 9,9,0.8264,0.0177,0.8256,wav2vec2,RAVDESS,20
Layer 10,10,0.8212,0.0262,0.8205,wav2vec2,RAVDESS,20
Layer 11,11,0.8316,0.0208,0.8313,wav2vec2,RAVDESS,20
Layer 12,12,0.8256,0.0089,0.8254,wav2vec2,RAVDESS,20
Layer 13,13,0.8187,0.0111,0.8187,wav2vec2,RAVDESS,20
Layer 14,14,0.8117,0.0123,0.8112,wav2vec2,RAVDESS,20
Layer 15,15,0.8057,0.0233,0.8049,wav2vec2,RAVDESS,20
Layer 16,16,0.7979,0.0089,0.7968,wav2vec2,RAVDESS,20
Layer 17,17,0.7776,0.0159,0.7776,wav2vec2,RAVDESS,20
Layer 18,18,0.7336,0.0266,0.7331,wav2vec2,RAVDESS,20
Layer 19,19,0.7237,0.0157,0.7236,wav2vec2,RAVDESS,20
Layer 20,20,0.7211,0.011,0.7207,wav2vec2,RAVDESS,20
Layer 21,21,0.7375,0.0104,0.7377,wav2vec2,RAVDESS,20
Layer 22,22,0.7016,0.009,0.7017,wav2vec2,RAVDESS,20
Layer 23,23,0.6395,0.0262,0.6401,wav2vec2,RAVDESS,20
Layer 24,24,0.5794,0.0131,0.5786,wav2vec2,RAVDESS,20
CNN,0,0.4417,0.0174,0.4397,wav2vec2,RAVDESS,5
